filename,path,extension,size,channels,width,height
cat.10013.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10013.jpg,.jpg,26477,3,500,374
cat.10014.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10014.jpg,.jpg,17853,3,372,500
cat.10015.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10015.jpg,.jpg,17736,3,500,339
cat.10016.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10016.jpg,.jpg,9503,3,179,198
cat.10017.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10017.jpg,.jpg,20276,3,500,280
cat.10018.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10018.jpg,.jpg,38768,3,499,454
cat.10019.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10019.jpg,.jpg,9332,3,246,301
cat.1002.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.1002.jpg,.jpg,16999,3,379,407
cat.10020.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10020.jpg,.jpg,19702,3,320,423
cat.10021.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10021.jpg,.jpg,32474,3,423,417
cat.10022.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10022.jpg,.jpg,29789,3,500,448
cat.10023.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10023.jpg,.jpg,8547,3,349,336
cat.10024.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10024.jpg,.jpg,20594,3,325,431
cat.10025.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10025.jpg,.jpg,6956,3,153,251
cat.10026.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10026.jpg,.jpg,38281,3,400,491
cat.10027.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10027.jpg,.jpg,22736,3,500,332
cat.10028.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10028.jpg,.jpg,4163,3,180,134
cat.10029.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10029.jpg,.jpg,7421,3,385,500
cat.1003.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.1003.jpg,.jpg,13996,3,259,269
cat.10030.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10030.jpg,.jpg,36213,3,500,462
cat.10031.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10031.jpg,.jpg,21323,3,500,374
cat.10032.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10032.jpg,.jpg,4412,3,159,120
cat.10033.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10033.jpg,.jpg,14185,3,500,374
cat.10034.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10034.jpg,.jpg,26760,3,500,390
cat.10035.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10035.jpg,.jpg,26110,3,356,391
cat.10036.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10036.jpg,.jpg,10163,3,300,263
cat.10037.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10037.jpg,.jpg,17743,3,434,276
cat.10038.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10038.jpg,.jpg,9054,3,299,300
cat.10039.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10039.jpg,.jpg,17604,3,360,500
cat.1004.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.1004.jpg,.jpg,41052,3,499,375
cat.10040.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10040.jpg,.jpg,24844,3,499,375
cat.10041.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10041.jpg,.jpg,19669,3,500,440
cat.10042.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10042.jpg,.jpg,19952,3,319,480
cat.10043.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10043.jpg,.jpg,31874,3,500,406
cat.10044.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10044.jpg,.jpg,11746,3,378,273
cat.10045.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10045.jpg,.jpg,25218,3,500,374
cat.10046.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10046.jpg,.jpg,16373,3,373,336
cat.10047.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10047.jpg,.jpg,25023,3,451,500
cat.10048.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10048.jpg,.jpg,13930,3,385,384
cat.10049.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10049.jpg,.jpg,10831,3,231,422
cat.1005.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.1005.jpg,.jpg,33372,3,500,333
cat.10050.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10050.jpg,.jpg,26230,3,450,469
cat.10051.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10051.jpg,.jpg,25813,3,432,450
cat.10052.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10052.jpg,.jpg,15707,3,345,500
cat.10053.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10053.jpg,.jpg,23016,3,299,400
cat.10054.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10054.jpg,.jpg,22735,3,499,390
cat.10055.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10055.jpg,.jpg,24943,3,499,403
cat.10056.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10056.jpg,.jpg,11001,3,248,299
cat.10057.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10057.jpg,.jpg,16783,3,331,500
cat.10058.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10058.jpg,.jpg,35621,3,499,462
cat.10059.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10059.jpg,.jpg,28392,3,432,394
cat.1006.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.1006.jpg,.jpg,23571,3,499,375
cat.10060.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10060.jpg,.jpg,31127,3,499,427
cat.10061.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10061.jpg,.jpg,20876,3,349,262
cat.10062.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10062.jpg,.jpg,17388,3,499,360
cat.10063.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10063.jpg,.jpg,26153,3,375,499
cat.10064.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10064.jpg,.jpg,39664,3,499,313
cat.10065.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10065.jpg,.jpg,4947,3,200,192
cat.10066.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10066.jpg,.jpg,8852,3,221,250
cat.10067.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10067.jpg,.jpg,29180,3,426,388
cat.10068.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10068.jpg,.jpg,15235,3,320,500
cat.10069.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10069.jpg,.jpg,17463,3,499,391
cat.1007.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.1007.jpg,.jpg,22455,3,500,374
cat.10070.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10070.jpg,.jpg,33184,3,397,320
cat.10071.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10071.jpg,.jpg,19106,3,499,302
cat.10072.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10072.jpg,.jpg,29325,3,332,500
cat.10073.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10073.jpg,.jpg,28969,3,497,479
cat.10074.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10074.jpg,.jpg,30520,3,500,437
cat.10075.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10075.jpg,.jpg,11365,3,288,215
cat.10076.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10076.jpg,.jpg,12532,3,500,332
cat.10077.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10077.jpg,.jpg,14725,3,381,338
cat.10078.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10078.jpg,.jpg,8527,3,249,183
cat.10079.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10079.jpg,.jpg,9120,3,215,216
cat.1008.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.1008.jpg,.jpg,25939,3,328,368
cat.10080.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10080.jpg,.jpg,29548,3,500,346
cat.10081.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10081.jpg,.jpg,24330,3,500,333
cat.10082.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10082.jpg,.jpg,21065,3,499,375
cat.10083.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10083.jpg,.jpg,29120,3,499,375
cat.10084.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10084.jpg,.jpg,33120,3,467,500
cat.10085.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10085.jpg,.jpg,22036,3,499,406
cat.10086.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10086.jpg,.jpg,15957,3,500,332
cat.10087.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10087.jpg,.jpg,20351,3,350,299
cat.10088.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10088.jpg,.jpg,27955,3,374,499
cat.10089.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10089.jpg,.jpg,18998,3,299,217
cat.1009.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.1009.jpg,.jpg,20397,3,353,400
cat.10090.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10090.jpg,.jpg,33786,3,499,375
cat.10091.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10091.jpg,.jpg,4068,3,141,181
cat.10092.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10092.jpg,.jpg,14962,3,359,268
cat.10093.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10093.jpg,.jpg,20637,3,500,374
cat.10094.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10094.jpg,.jpg,8411,3,288,215
cat.10095.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10095.jpg,.jpg,22227,3,499,375
cat.10096.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10096.jpg,.jpg,21657,3,499,375
cat.10097.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10097.jpg,.jpg,20541,3,368,411
cat.10098.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10098.jpg,.jpg,21535,3,499,375
cat.10099.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10099.jpg,.jpg,21679,3,499,375
cat.101.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.101.jpg,.jpg,11291,3,296,200
cat.1010.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.1010.jpg,.jpg,28075,3,500,374
cat.10100.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10100.jpg,.jpg,7355,3,222,220
cat.10101.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10101.jpg,.jpg,40200,3,499,407
cat.10102.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10102.jpg,.jpg,26010,3,499,375
cat.10103.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10103.jpg,.jpg,14909,3,341,299
cat.10104.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10104.jpg,.jpg,14602,3,499,375
cat.10105.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10105.jpg,.jpg,21040,3,500,281
cat.10106.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10106.jpg,.jpg,22387,3,499,375
cat.10107.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10107.jpg,.jpg,1971,3,85,86
cat.10108.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10108.jpg,.jpg,20959,3,500,374
cat.10109.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10109.jpg,.jpg,24723,3,500,365
cat.1011.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.1011.jpg,.jpg,25313,3,500,273
cat.10110.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10110.jpg,.jpg,20334,3,285,448
cat.10111.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10111.jpg,.jpg,22476,3,499,375
cat.10112.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10112.jpg,.jpg,17284,3,299,470
cat.10113.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10113.jpg,.jpg,29456,3,432,497
cat.10114.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10114.jpg,.jpg,18076,3,301,500
cat.10115.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10115.jpg,.jpg,14807,3,338,360
cat.10116.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10116.jpg,.jpg,39681,3,431,499
cat.10117.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10117.jpg,.jpg,26755,3,447,403
cat.10118.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10118.jpg,.jpg,27189,3,438,423
cat.10119.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10119.jpg,.jpg,13306,3,179,463
cat.1012.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.1012.jpg,.jpg,40256,3,500,374
cat.10120.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10120.jpg,.jpg,31154,3,499,375
cat.10121.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10121.jpg,.jpg,28171,3,499,375
cat.10122.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10122.jpg,.jpg,6897,3,185,197
cat.10123.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10123.jpg,.jpg,16513,3,241,440
cat.10124.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10124.jpg,.jpg,27534,3,450,337
cat.10125.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10125.jpg,.jpg,13059,3,258,346
cat.10126.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10126.jpg,.jpg,25022,3,500,374
cat.10127.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10127.jpg,.jpg,13113,3,220,239
cat.10128.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10128.jpg,.jpg,23920,3,499,391
cat.10129.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10129.jpg,.jpg,11100,3,320,239
cat.1013.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.1013.jpg,.jpg,30671,3,500,480
cat.10130.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10130.jpg,.jpg,26671,3,499,422
cat.10131.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10131.jpg,.jpg,28369,3,499,375
cat.10132.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10132.jpg,.jpg,30912,3,499,338
cat.10133.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10133.jpg,.jpg,13040,3,349,262
cat.10134.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10134.jpg,.jpg,18058,3,499,375
cat.10135.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10135.jpg,.jpg,14217,3,255,288
cat.10136.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10136.jpg,.jpg,21235,3,375,499
cat.10137.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10137.jpg,.jpg,26774,3,500,373
cat.10138.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10138.jpg,.jpg,11857,3,299,201
cat.10139.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10139.jpg,.jpg,12417,3,282,368
cat.1014.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.1014.jpg,.jpg,17071,3,344,335
cat.10140.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10140.jpg,.jpg,19526,3,500,399
cat.10141.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10141.jpg,.jpg,25279,3,468,499
cat.10142.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10142.jpg,.jpg,32551,3,374,500
cat.10143.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10143.jpg,.jpg,23646,3,500,374
cat.10144.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10144.jpg,.jpg,15490,3,400,299
cat.10145.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10145.jpg,.jpg,15258,3,500,375
cat.10146.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10146.jpg,.jpg,29060,3,381,499
cat.10147.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10147.jpg,.jpg,41219,3,398,500
cat.10148.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10148.jpg,.jpg,26813,3,499,375
cat.10149.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10149.jpg,.jpg,27244,3,374,500
cat.1015.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.1015.jpg,.jpg,18012,3,499,377
cat.10150.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10150.jpg,.jpg,7017,3,147,221
cat.10151.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10151.jpg,.jpg,11427,3,499,375
cat.10152.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10152.jpg,.jpg,16258,3,500,374
cat.10153.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10153.jpg,.jpg,24978,3,375,499
cat.10154.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10154.jpg,.jpg,19436,3,285,420
cat.10155.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10155.jpg,.jpg,20401,3,500,374
cat.10156.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10156.jpg,.jpg,33102,3,482,499
cat.10157.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10157.jpg,.jpg,10445,3,319,240
cat.10158.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10158.jpg,.jpg,22614,3,441,500
cat.10159.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10159.jpg,.jpg,15130,3,500,416
cat.1016.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.1016.jpg,.jpg,10726,3,288,287
cat.10160.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10160.jpg,.jpg,12849,3,384,287
cat.10161.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10161.jpg,.jpg,25690,3,500,348
cat.10162.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10162.jpg,.jpg,16675,3,259,470
cat.10163.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10163.jpg,.jpg,9280,3,296,378
cat.10164.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10164.jpg,.jpg,7823,3,240,270
cat.10165.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10165.jpg,.jpg,13202,3,342,266
cat.10166.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10166.jpg,.jpg,31145,3,349,262
cat.10167.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10167.jpg,.jpg,46853,3,500,374
cat.10168.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10168.jpg,.jpg,30233,3,500,374
cat.10169.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10169.jpg,.jpg,27033,3,499,334
cat.1017.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.1017.jpg,.jpg,8701,3,238,240
cat.10170.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10170.jpg,.jpg,14735,3,299,289
cat.10171.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10171.jpg,.jpg,22040,3,360,269
cat.10172.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10172.jpg,.jpg,31195,3,500,374
cat.10173.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10173.jpg,.jpg,21377,3,431,310
cat.10174.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10174.jpg,.jpg,24099,3,500,374
cat.10175.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10175.jpg,.jpg,4269,3,140,103
cat.10176.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10176.jpg,.jpg,18843,3,500,374
cat.10177.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10177.jpg,.jpg,30982,3,500,476
cat.10178.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10178.jpg,.jpg,22447,3,499,366
cat.10179.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10179.jpg,.jpg,14110,3,350,318
cat.1018.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.1018.jpg,.jpg,21383,3,499,375
cat.10180.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10180.jpg,.jpg,41488,3,499,473
cat.10181.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10181.jpg,.jpg,26515,3,500,385
cat.10182.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10182.jpg,.jpg,23361,3,374,499
cat.10183.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10183.jpg,.jpg,12011,3,500,374
cat.10184.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10184.jpg,.jpg,5604,3,250,199
cat.10185.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10185.jpg,.jpg,21097,3,500,418
cat.10186.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10186.jpg,.jpg,5786,3,199,164
cat.10187.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10187.jpg,.jpg,9304,3,299,223
cat.10188.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10188.jpg,.jpg,11409,3,299,226
cat.10189.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10189.jpg,.jpg,33658,3,499,375
cat.1019.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.1019.jpg,.jpg,29163,3,500,374
cat.10190.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10190.jpg,.jpg,18115,3,500,373
cat.10191.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10191.jpg,.jpg,27407,3,467,312
cat.10192.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10192.jpg,.jpg,5516,3,300,108
cat.10193.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10193.jpg,.jpg,23740,3,499,313
cat.10194.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10194.jpg,.jpg,22579,3,499,464
cat.10195.jpg,C:/Users/m0815/Downloads/dogs-vs-cats/train/train\cat.10195.jpg,.jpg,13238,3,500,332
